Date;Heure;Température extérieure (°C);Température intérieure actuelle (°C);Température cible souhaitée (°C);Consommation énergétique (kWh);Statut de l'occupation (binaire);Adresse;Code Postal;Type d'énergie
2023-09-21;22:00:00;9.5;11.2;12;0.3;0;Address 6335;84653;Gas
2023-09-21;23:00:00;2.4;12.5;12;0.36;0;Address 6336;97714;Solar
2023-09-22;00:00:00;25.4;11.7;12;0.35;0;Address 6337;48896;Solar
2023-09-22;01:00:00;26.0;21.3;22;2.48;1;Address 6338;64734;Gas
2023-09-22;02:00:00;-1.2;10.2;12;0.19;0;Address 6339;51958;Electricity
2023-09-22;03:00:00;4.7;22.0;22;1.81;1;Address 6340;14732;Solar
2023-09-22;04:00:00;-0.8;10.0;12;0.36;0;Address 6341;24518;Gas
2023-09-22;05:00:00;9.7;21.5;22;1.79;1;Address 6342;39423;Electricity
2023-09-22;06:00:00;15.7;12.3;12;0.39;0;Address 6343;43621;Solar
2023-09-22;07:00:00;23.6;10.6;12;0.24;0;Address 6344;24873;Solar
2023-09-22;08:00:00;12.8;12.8;12;0.21;0;Address 6345;12376;Gas
2023-09-22;09:00:00;-3.5;10.9;12;0.43;0;Address 6346;60436;Solar
2023-09-22;10:00:00;-0.2;12.3;12;0.21;0;Address 6347;50408;Solar
2023-09-22;11:00:00;10.7;12.5;12;0.2;0;Address 6348;22492;Solar
2023-09-22;12:00:00;24.0;21.8;22;1.82;1;Address 6349;14994;Electricity
2023-09-22;13:00:00;12.3;22.8;22;1.77;1;Address 6350;69730;Solar
2023-09-22;14:00:00;17.2;22.7;22;2.79;1;Address 6351;44047;Electricity
2023-09-22;15:00:00;10.3;21.9;22;1.66;1;Address 6352;32670;Electricity
2023-09-22;16:00:00;14.5;22.7;22;2.46;1;Address 6353;14578;Solar
2023-09-22;17:00:00;7.9;10.2;12;0.49;0;Address 6354;86534;Electricity
2023-09-22;18:00:00;24.7;22.4;22;2.69;1;Address 6355;12789;Solar
2023-09-22;19:00:00;22.0;22.8;22;2.22;1;Address 6356;24474;Electricity
2023-09-22;20:00:00;12.4;13.0;12;0.16;0;Address 6357;62756;Electricity
2023-09-22;21:00:00;-2.5;11.5;12;0.16;0;Address 6358;29793;Gas
2023-09-22;22:00:00;21.8;12.9;12;0.39;0;Address 6359;63733;Solar
2023-09-22;23:00:00;6.0;22.0;22;1.68;1;Address 6360;54990;Solar
2023-09-23;00:00:00;17.5;22.5;22;2.33;1;Address 6361;75416;Solar
2023-09-23;01:00:00;10.4;21.8;22;2.24;1;Address 6362;79573;Gas
2023-09-23;02:00:00;28.8;12.4;12;0.21;0;Address 6363;36879;Solar
2023-09-23;03:00:00;8.8;22.5;22;2.04;1;Address 6364;20075;Electricity
2023-09-23;04:00:00;-0.5;11.3;12;0.34;0;Address 6365;19823;Solar
2023-09-23;05:00:00;18.7;21.0;22;2.76;1;Address 6366;52373;Gas
2023-09-23;06:00:00;24.9;10.7;12;0.45;0;Address 6367;64683;Gas
2023-09-23;07:00:00;12.0;12.6;12;0.23;0;Address 6368;18228;Solar
2023-09-23;08:00:00;-0.9;12.0;12;0.48;0;Address 6369;97506;Solar
2023-09-23;09:00:00;-2.6;21.5;22;1.74;1;Address 6370;68878;Gas
2023-09-23;10:00:00;28.6;11.8;12;0.44;0;Address 6371;60353;Electricity
2023-09-23;11:00:00;7.6;21.8;22;1.57;1;Address 6372;12863;Solar
2023-09-23;12:00:00;22.5;21.7;22;2.23;1;Address 6373;28087;Gas
2023-09-23;13:00:00;26.5;12.0;12;0.24;0;Address 6374;87526;Electricity
2023-09-23;14:00:00;5.3;10.3;12;0.32;0;Address 6375;48560;Solar
2023-09-23;15:00:00;23.1;12.8;12;0.15;0;Address 6376;77056;Solar
2023-09-23;16:00:00;6.5;22.9;22;1.54;1;Address 6377;78132;Gas
2023-09-23;17:00:00;-1.1;12.7;12;0.37;0;Address 6378;43683;Gas
2023-09-23;18:00:00;8.8;10.7;12;0.13;0;Address 6379;30426;Electricity
2023-09-23;19:00:00;5.7;22.9;22;1.62;1;Address 6380;79388;Solar
2023-09-23;20:00:00;-3.6;22.6;22;2.16;1;Address 6381;73846;Electricity
2023-09-23;21:00:00;15.8;10.3;12;0.27;0;Address 6382;91955;Solar
2023-09-23;22:00:00;1.9;10.5;12;0.25;0;Address 6383;18899;Electricity
2023-09-23;23:00:00;29.8;10.1;12;0.41;0;Address 6384;67314;Electricity
2023-09-24;00:00:00;19.8;21.6;22;2.18;1;Address 6385;21025;Electricity
2023-09-24;01:00:00;3.1;21.8;22;2.1;1;Address 6386;31200;Gas
2023-09-24;02:00:00;12.0;22.3;22;1.74;1;Address 6387;77191;Electricity
2023-09-24;03:00:00;7.3;10.4;12;0.35;0;Address 6388;86510;Solar
2023-09-24;04:00:00;27.4;22.6;22;1.95;1;Address 6389;97228;Electricity
2023-09-24;05:00:00;15.8;21.0;22;2.2;1;Address 6390;50577;Electricity
2023-09-24;06:00:00;-1.3;22.6;22;1.77;1;Address 6391;66046;Solar
2023-09-24;07:00:00;12.7;22.1;22;2.26;1;Address 6392;40136;Gas
2023-09-24;08:00:00;23.9;12.0;12;0.42;0;Address 6393;15831;Gas
2023-09-24;09:00:00;15.3;22.4;22;2.86;1;Address 6394;29007;Gas
2023-09-24;10:00:00;18.6;11.3;12;0.46;0;Address 6395;15360;Electricity
2023-09-24;11:00:00;10.4;22.2;22;2.51;1;Address 6396;97354;Electricity
2023-09-24;12:00:00;13.2;11.0;12;0.17;0;Address 6397;80275;Electricity
2023-09-24;13:00:00;19.2;11.4;12;0.14;0;Address 6398;70430;Electricity
2023-09-24;14:00:00;17.5;12.6;12;0.37;0;Address 6399;63004;Electricity
2023-09-24;15:00:00;25.2;22.9;22;2.28;1;Address 6400;28079;Solar
2023-09-24;16:00:00;22.0;10.8;12;0.4;0;Address 6401;35175;Electricity
2023-09-24;17:00:00;13.7;22.1;22;2.19;1;Address 6402;67815;Gas
2023-09-24;18:00:00;14.0;22.5;22;2.05;1;Address 6403;55587;Solar
2023-09-24;19:00:00;26.2;21.6;22;2.81;1;Address 6404;37520;Gas
2023-09-24;20:00:00;-3.5;22.7;22;1.5;1;Address 6405;46984;Solar
2023-09-24;21:00:00;10.3;22.6;22;2.24;1;Address 6406;86898;Solar
2023-09-24;22:00:00;22.8;21.2;22;2.0;1;Address 6407;21767;Electricity
2023-09-24;23:00:00;-2.4;22.9;22;2.47;1;Address 6408;48729;Solar
2023-09-25;00:00:00;22.3;21.2;22;1.72;1;Address 6409;14908;Gas
2023-09-25;01:00:00;5.6;22.2;22;1.62;1;Address 6410;14739;Electricity
2023-09-25;02:00:00;8.9;22.3;22;2.68;1;Address 6411;46133;Gas
2023-09-25;03:00:00;11.5;11.2;12;0.27;0;Address 6412;96905;Electricity
2023-09-25;04:00:00;-4.8;11.8;12;0.19;0;Address 6413;71308;Electricity
2023-09-25;05:00:00;1.0;22.2;22;2.25;1;Address 6414;74902;Solar
2023-09-25;06:00:00;10.8;21.0;22;2.16;1;Address 6415;92756;Electricity
2023-09-25;07:00:00;17.7;11.6;12;0.47;0;Address 6416;49426;Electricity
2023-09-25;08:00:00;11.8;22.8;22;1.64;1;Address 6417;40897;Electricity
2023-09-25;09:00:00;18.6;12.1;12;0.31;0;Address 6418;37916;Gas
2023-09-25;10:00:00;11.0;21.1;22;2.17;1;Address 6419;78706;Gas
2023-09-25;11:00:00;10.7;21.5;22;2.3;1;Address 6420;87781;Electricity
2023-09-25;12:00:00;1.6;10.9;12;0.12;0;Address 6421;33950;Gas
2023-09-25;13:00:00;22.0;22.0;22;2.03;1;Address 6422;38016;Solar
2023-09-25;14:00:00;22.3;10.8;12;0.22;0;Address 6423;63851;Electricity
2023-09-25;15:00:00;8.9;12.1;12;0.16;0;Address 6424;24621;Electricity
2023-09-25;16:00:00;29.5;22.6;22;2.51;1;Address 6425;95886;Gas
2023-09-25;17:00:00;5.5;11.7;12;0.48;0;Address 6426;63141;Solar
2023-09-25;18:00:00;20.4;22.8;22;1.51;1;Address 6427;52394;Gas
2023-09-25;19:00:00;8.4;10.3;12;0.31;0;Address 6428;15846;Electricity
2023-09-25;20:00:00;14.7;10.9;12;0.39;0;Address 6429;43373;Solar
2023-09-25;21:00:00;24.3;11.6;12;0.11;0;Address 6430;68349;Solar
2023-09-25;22:00:00;7.6;22.3;22;2.55;1;Address 6431;14387;Solar
2023-09-25;23:00:00;12.0;11.1;12;0.2;0;Address 6432;22931;Electricity
2023-09-26;00:00:00;5.5;22.2;22;1.57;1;Address 6433;95613;Solar
2023-09-26;01:00:00;12.8;22.3;22;2.39;1;Address 6434;11626;Electricity
2023-09-26;02:00:00;5.1;11.2;12;0.38;0;Address 6435;68960;Electricity
2023-09-26;03:00:00;28.4;21.3;22;2.89;1;Address 6436;51214;Solar
2023-09-26;04:00:00;3.0;21.4;22;2.44;1;Address 6437;32657;Electricity
2023-09-26;05:00:00;-0.2;22.2;22;2.96;1;Address 6438;13897;Electricity
2023-09-26;06:00:00;-4.3;11.4;12;0.26;0;Address 6439;26482;Electricity
2023-09-26;07:00:00;25.0;10.8;12;0.31;0;Address 6440;95553;Gas
2023-09-26;08:00:00;9.3;22.1;22;2.17;1;Address 6441;99174;Electricity
2023-09-26;09:00:00;28.4;22.3;22;2.14;1;Address 6442;52970;Electricity
2023-09-26;10:00:00;21.8;21.8;22;2.08;1;Address 6443;54395;Electricity
2023-09-26;11:00:00;2.2;22.0;22;2.95;1;Address 6444;90547;Electricity
2023-09-26;12:00:00;3.5;21.1;22;1.59;1;Address 6445;66877;Solar
2023-09-26;13:00:00;24.2;12.8;12;0.43;0;Address 6446;52782;Solar
2023-09-26;14:00:00;8.1;12.9;12;0.3;0;Address 6447;52393;Electricity
2023-09-26;15:00:00;4.5;11.8;12;0.21;0;Address 6448;64866;Gas
2023-09-26;16:00:00;26.7;22.2;22;2.09;1;Address 6449;31500;Solar
2023-09-26;17:00:00;8.3;22.1;22;1.66;1;Address 6450;84939;Solar
2023-09-26;18:00:00;27.1;21.8;22;1.74;1;Address 6451;18657;Electricity
2023-09-26;19:00:00;19.8;11.6;12;0.38;0;Address 6452;54712;Electricity
2023-09-26;20:00:00;10.8;22.2;22;2.51;1;Address 6453;23078;Solar
2023-09-26;21:00:00;21.8;21.1;22;1.83;1;Address 6454;24879;Solar
2023-09-26;22:00:00;13.3;12.3;12;0.33;0;Address 6455;68319;Solar
2023-09-26;23:00:00;-2.5;21.4;22;1.89;1;Address 6456;62003;Solar
2023-09-27;00:00:00;13.9;11.9;12;0.23;0;Address 6457;81501;Electricity
2023-09-27;01:00:00;18.5;22.9;22;2.39;1;Address 6458;33964;Solar
2023-09-27;02:00:00;11.6;10.4;12;0.37;0;Address 6459;26216;Electricity
2023-09-27;03:00:00;21.7;10.6;12;0.28;0;Address 6460;56211;Electricity
2023-09-27;04:00:00;9.2;10.8;12;0.3;0;Address 6461;61420;Electricity
2023-09-27;05:00:00;11.8;21.8;22;2.03;1;Address 6462;73553;Electricity
2023-09-27;06:00:00;16.9;22.1;22;2.52;1;Address 6463;28144;Electricity
2023-09-27;07:00:00;1.3;11.5;12;0.45;0;Address 6464;92224;Electricity
2023-09-27;08:00:00;16.4;10.1;12;0.44;0;Address 6465;94275;Solar
2023-09-27;09:00:00;6.3;10.3;12;0.41;0;Address 6466;71400;Solar
2023-09-27;10:00:00;21.7;22.9;22;1.65;1;Address 6467;21652;Gas
2023-09-27;11:00:00;25.8;22.2;22;1.53;1;Address 6468;68872;Gas
2023-09-27;12:00:00;-2.5;11.1;12;0.33;0;Address 6469;28607;Gas
2023-09-27;13:00:00;11.0;21.0;22;1.57;1;Address 6470;54331;Electricity
2023-09-27;14:00:00;-3.2;10.3;12;0.11;0;Address 6471;73570;Gas
2023-09-27;15:00:00;19.5;12.9;12;0.26;0;Address 6472;72318;Gas
2023-09-27;16:00:00;11.5;22.9;22;1.68;1;Address 6473;31340;Electricity
2023-09-27;17:00:00;8.6;12.2;12;0.16;0;Address 6474;23345;Gas
2023-09-27;18:00:00;0.1;22.0;22;2.15;1;Address 6475;84942;Electricity
2023-09-27;19:00:00;11.1;11.0;12;0.48;0;Address 6476;96013;Electricity
2023-09-27;20:00:00;15.5;21.5;22;2.92;1;Address 6477;87859;Electricity
2023-09-27;21:00:00;14.6;22.9;22;2.11;1;Address 6478;84565;Gas
2023-09-27;22:00:00;1.3;10.5;12;0.11;0;Address 6479;48450;Electricity
2023-09-27;23:00:00;9.8;21.2;22;2.35;1;Address 6480;25702;Electricity
2023-09-28;00:00:00;6.7;22.7;22;1.63;1;Address 6481;77877;Solar
2023-09-28;01:00:00;24.1;12.4;12;0.49;0;Address 6482;51311;Electricity
2023-09-28;02:00:00;13.5;11.9;12;0.4;0;Address 6483;52788;Electricity
2023-09-28;03:00:00;18.7;13.0;12;0.43;0;Address 6484;15011;Solar
2023-09-28;04:00:00;7.4;12.8;12;0.46;0;Address 6485;58619;Solar
2023-09-28;05:00:00;29.2;22.4;22;1.8;1;Address 6486;24981;Electricity
2023-09-28;06:00:00;0.5;10.6;12;0.48;0;Address 6487;19599;Electricity
2023-09-28;07:00:00;8.2;22.3;22;2.89;1;Address 6488;11157;Solar
2023-09-28;08:00:00;1.4;22.7;22;2.48;1;Address 6489;23727;Gas
2023-09-28;09:00:00;9.4;22.1;22;2.11;1;Address 6490;36327;Electricity
2023-09-28;10:00:00;5.6;22.6;22;2.99;1;Address 6491;63204;Electricity
2023-09-28;11:00:00;4.9;22.8;22;2.61;1;Address 6492;54549;Gas
2023-09-28;12:00:00;5.7;22.6;22;2.82;1;Address 6493;83866;Electricity
2023-09-28;13:00:00;3.5;12.4;12;0.2;0;Address 6494;12734;Gas
2023-09-28;14:00:00;13.9;12.6;12;0.35;0;Address 6495;99685;Electricity
2023-09-28;15:00:00;5.3;22.2;22;2.47;1;Address 6496;69633;Gas
2023-09-28;16:00:00;15.6;21.2;22;1.87;1;Address 6497;94896;Gas
2023-09-28;17:00:00;17.9;21.3;22;2.9;1;Address 6498;81198;Solar
2023-09-28;18:00:00;25.7;21.5;22;1.86;1;Address 6499;74997;Gas
2023-09-28;19:00:00;28.8;10.8;12;0.13;0;Address 6500;59233;Solar
2023-09-28;20:00:00;16.9;11.7;12;0.26;0;Address 6501;12959;Gas
2023-09-28;21:00:00;23.6;22.4;22;1.65;1;Address 6502;67187;Solar
2023-09-28;22:00:00;3.5;12.4;12;0.28;0;Address 6503;70440;Electricity
2023-09-28;23:00:00;27.8;21.4;22;2.82;1;Address 6504;59509;Electricity
2023-09-29;00:00:00;-3.7;22.2;22;2.81;1;Address 6505;76312;Solar
2023-09-29;01:00:00;22.0;11.1;12;0.33;0;Address 6506;67051;Gas
2023-09-29;02:00:00;18.4;21.4;22;2.14;1;Address 6507;45972;Gas
2023-09-29;03:00:00;26.5;12.7;12;0.33;0;Address 6508;89295;Solar
2023-09-29;04:00:00;10.6;12.6;12;0.16;0;Address 6509;40478;Solar
2023-09-29;05:00:00;7.5;21.3;22;2.02;1;Address 6510;45103;Gas
2023-09-29;06:00:00;26.5;21.9;22;2.98;1;Address 6511;27449;Solar
2023-09-29;07:00:00;10.5;11.3;12;0.48;0;Address 6512;87393;Gas
2023-09-29;08:00:00;3.2;21.1;22;1.68;1;Address 6513;68437;Gas
2023-09-29;09:00:00;3.8;22.6;22;2.67;1;Address 6514;96079;Solar
2023-09-29;10:00:00;10.9;11.8;12;0.15;0;Address 6515;79294;Solar
2023-09-29;11:00:00;10.8;21.2;22;1.86;1;Address 6516;45789;Solar
2023-09-29;12:00:00;-0.1;10.9;12;0.39;0;Address 6517;19198;Gas
2023-09-29;13:00:00;29.4;11.1;12;0.49;0;Address 6518;57238;Gas
2023-09-29;14:00:00;0.3;12.4;12;0.15;0;Address 6519;86178;Solar
2023-09-29;15:00:00;11.6;22.7;22;2.56;1;Address 6520;44771;Electricity
2023-09-29;16:00:00;-3.6;22.4;22;1.92;1;Address 6521;69222;Electricity
2023-09-29;17:00:00;6.7;21.9;22;1.67;1;Address 6522;94469;Gas
2023-09-29;18:00:00;0.9;21.4;22;2.95;1;Address 6523;15240;Electricity
2023-09-29;19:00:00;15.9;21.4;22;2.85;1;Address 6524;96020;Gas
2023-09-29;20:00:00;-1.2;11.0;12;0.45;0;Address 6525;40202;Gas
2023-09-29;21:00:00;13.8;11.0;12;0.24;0;Address 6526;74939;Gas
2023-09-29;22:00:00;22.9;11.5;12;0.42;0;Address 6527;13595;Solar
2023-09-29;23:00:00;21.2;11.7;12;0.24;0;Address 6528;70748;Gas
2023-09-30;00:00:00;-2.5;10.9;12;0.25;0;Address 6529;56342;Gas
2023-09-30;01:00:00;-1.4;21.5;22;2.6;1;Address 6530;32173;Solar
2023-09-30;02:00:00;15.9;23.0;22;2.9;1;Address 6531;49631;Electricity
2023-09-30;03:00:00;27.0;22.9;22;2.05;1;Address 6532;64382;Gas
2023-09-30;04:00:00;23.9;10.5;12;0.27;0;Address 6533;42119;Solar
2023-09-30;05:00:00;20.1;22.4;22;1.77;1;Address 6534;31022;Solar
2023-09-30;06:00:00;21.8;11.5;12;0.37;0;Address 6535;72658;Electricity
2023-09-30;07:00:00;-1.9;21.1;22;1.77;1;Address 6536;20108;Electricity
2023-09-30;08:00:00;21.1;11.1;12;0.31;0;Address 6537;76977;Solar
2023-09-30;09:00:00;27.9;21.7;22;2.37;1;Address 6538;94858;Solar
2023-09-30;10:00:00;21.1;10.3;12;0.21;0;Address 6539;68878;Electricity
2023-09-30;11:00:00;7.7;11.0;12;0.38;0;Address 6540;75295;Electricity
2023-09-30;12:00:00;14.2;11.2;12;0.26;0;Address 6541;89460;Solar
2023-09-30;13:00:00;10.2;11.0;12;0.29;0;Address 6542;29968;Gas
2023-09-30;14:00:00;24.0;21.2;22;2.18;1;Address 6543;15325;Solar
2023-09-30;15:00:00;14.3;22.1;22;1.57;1;Address 6544;51799;Gas
2023-09-30;16:00:00;23.5;11.1;12;0.47;0;Address 6545;66413;Electricity
2023-09-30;17:00:00;10.7;11.7;12;0.11;0;Address 6546;56111;Electricity
2023-09-30;18:00:00;20.2;12.2;12;0.41;0;Address 6547;50768;Electricity
2023-09-30;19:00:00;25.8;21.1;22;1.73;1;Address 6548;81308;Solar
2023-09-30;20:00:00;28.8;21.4;22;2.66;1;Address 6549;85098;Electricity
2023-09-30;21:00:00;8.0;12.1;12;0.47;0;Address 6550;42218;Electricity
2023-09-30;22:00:00;-1.0;21.8;22;1.66;1;Address 6551;62871;Gas
2023-09-30;23:00:00;28.3;21.7;22;1.77;1;Address 6552;60522;Electricity
2023-10-01;00:00:00;17.8;21.3;22;2.21;1;Address 6553;87823;Solar
2023-10-01;01:00:00;16.8;11.8;12;0.32;0;Address 6554;57129;Gas
2023-10-01;02:00:00;12.5;10.2;12;0.35;0;Address 6555;23450;Gas
2023-10-01;03:00:00;5.5;22.4;22;1.62;1;Address 6556;46064;Gas
2023-10-01;04:00:00;4.4;10.7;12;0.23;0;Address 6557;78277;Electricity
2023-10-01;05:00:00;27.4;10.8;12;0.44;0;Address 6558;81137;Electricity
2023-10-01;06:00:00;11.3;21.4;22;2.65;1;Address 6559;57981;Solar
2023-10-01;07:00:00;26.6;22.1;22;2.89;1;Address 6560;14054;Gas
2023-10-01;08:00:00;25.1;21.3;22;2.35;1;Address 6561;10751;Electricity
2023-10-01;09:00:00;24.6;11.4;12;0.42;0;Address 6562;90225;Gas
2023-10-01;10:00:00;27.6;12.3;12;0.45;0;Address 6563;52607;Gas
2023-10-01;11:00:00;23.1;10.2;12;0.15;0;Address 6564;46451;Solar
2023-10-01;12:00:00;-0.9;11.2;12;0.15;0;Address 6565;36394;Solar
2023-10-01;13:00:00;6.7;12.3;12;0.16;0;Address 6566;44127;Electricity
2023-10-01;14:00:00;18.4;10.7;12;0.19;0;Address 6567;26175;Solar
2023-10-01;15:00:00;20.5;21.0;22;2.41;1;Address 6568;95602;Electricity
2023-10-01;16:00:00;27.7;22.9;22;2.9;1;Address 6569;31148;Electricity
2023-10-01;17:00:00;21.4;10.5;12;0.36;0;Address 6570;74428;Electricity
2023-10-01;18:00:00;23.2;22.9;22;1.52;1;Address 6571;28977;Gas
2023-10-01;19:00:00;-2.2;22.9;22;2.91;1;Address 6572;22555;Gas
2023-10-01;20:00:00;29.2;10.3;12;0.12;0;Address 6573;50849;Electricity
2023-10-01;21:00:00;-3.0;22.0;22;1.9;1;Address 6574;84835;Gas
2023-10-01;22:00:00;-1.8;10.3;12;0.38;0;Address 6575;48539;Solar
2023-10-01;23:00:00;19.9;21.9;22;2.08;1;Address 6576;98559;Gas
2023-10-02;00:00:00;23.5;10.5;12;0.11;0;Address 6577;14818;Electricity
2023-10-02;01:00:00;0.6;21.4;22;2.35;1;Address 6578;50282;Electricity
2023-10-02;02:00:00;27.1;22.1;22;1.58;1;Address 6579;56225;Solar
2023-10-02;03:00:00;3.8;22.1;22;2.25;1;Address 6580;71528;Gas
2023-10-02;04:00:00;18.8;21.6;22;2.69;1;Address 6581;41763;Gas
2023-10-02;05:00:00;22.3;12.5;12;0.32;0;Address 6582;14850;Solar
2023-10-02;06:00:00;-1.5;10.7;12;0.3;0;Address 6583;98431;Electricity
2023-10-02;07:00:00;1.2;11.3;12;0.37;0;Address 6584;59872;Gas
2023-10-02;08:00:00;25.0;11.5;12;0.19;0;Address 6585;72652;Gas
2023-10-02;09:00:00;0.1;21.9;22;2.89;1;Address 6586;35461;Solar
2023-10-02;10:00:00;10.9;10.3;12;0.11;0;Address 6587;54188;Electricity
2023-10-02;11:00:00;-4.4;11.6;12;0.27;0;Address 6588;68309;Solar
2023-10-02;12:00:00;5.7;11.0;12;0.19;0;Address 6589;17126;Gas
2023-10-02;13:00:00;17.2;11.1;12;0.44;0;Address 6590;43124;Electricity
2023-10-02;14:00:00;-2.4;12.0;12;0.11;0;Address 6591;39396;Electricity
2023-10-02;15:00:00;-4.7;10.9;12;0.37;0;Address 6592;81534;Gas
2023-10-02;16:00:00;20.6;12.3;12;0.17;0;Address 6593;24627;Solar
2023-10-02;17:00:00;9.8;22.2;22;2.58;1;Address 6594;76185;Electricity
2023-10-02;18:00:00;20.5;22.9;22;2.65;1;Address 6595;94043;Electricity
2023-10-02;19:00:00;28.5;22.0;22;1.69;1;Address 6596;27534;Solar
2023-10-02;20:00:00;27.5;10.1;12;0.13;0;Address 6597;45567;Electricity
2023-10-02;21:00:00;24.4;13.0;12;0.31;0;Address 6598;86302;Solar
2023-10-02;22:00:00;13.8;10.2;12;0.31;0;Address 6599;28899;Electricity
2023-10-02;23:00:00;23.0;21.3;22;2.47;1;Address 6600;72059;Electricity
2023-10-03;00:00:00;13.8;12.9;12;0.41;0;Address 6601;48641;Gas
2023-10-03;01:00:00;8.7;22.4;22;2.8;1;Address 6602;26842;Gas
2023-10-03;02:00:00;10.8;11.5;12;0.31;0;Address 6603;41723;Electricity
2023-10-03;03:00:00;6.5;10.9;12;0.36;0;Address 6604;80813;Electricity
2023-10-03;04:00:00;19.1;11.3;12;0.28;0;Address 6605;62639;Electricity
2023-10-03;05:00:00;12.8;10.0;12;0.16;0;Address 6606;83365;Electricity
2023-10-03;06:00:00;22.0;10.4;12;0.45;0;Address 6607;19903;Solar
2023-10-03;07:00:00;26.4;22.1;22;1.85;1;Address 6608;93469;Solar
2023-10-03;08:00:00;13.0;10.2;12;0.22;0;Address 6609;94078;Gas
2023-10-03;09:00:00;-1.7;22.5;22;2.22;1;Address 6610;95985;Electricity
2023-10-03;10:00:00;13.3;10.8;12;0.39;0;Address 6611;60619;Electricity
2023-10-03;11:00:00;20.6;10.4;12;0.46;0;Address 6612;77219;Solar
2023-10-03;12:00:00;-3.7;10.9;12;0.3;0;Address 6613;59602;Solar
2023-10-03;13:00:00;15.0;22.6;22;1.97;1;Address 6614;45003;Solar
2023-10-03;14:00:00;22.3;11.4;12;0.32;0;Address 6615;97399;Electricity
2023-10-03;15:00:00;20.1;12.1;12;0.42;0;Address 6616;54732;Electricity
2023-10-03;16:00:00;21.1;22.6;22;2.39;1;Address 6617;18323;Solar
2023-10-03;17:00:00;28.2;22.1;22;2.15;1;Address 6618;14064;Gas
2023-10-03;18:00:00;10.9;10.7;12;0.3;0;Address 6619;65797;Electricity
2023-10-03;19:00:00;18.3;11.2;12;0.24;0;Address 6620;22394;Gas
2023-10-03;20:00:00;-4.7;12.7;12;0.22;0;Address 6621;67228;Solar
2023-10-03;21:00:00;18.2;21.3;22;1.58;1;Address 6622;94228;Electricity
2023-10-03;22:00:00;9.7;10.8;12;0.1;0;Address 6623;16934;Gas
2023-10-03;23:00:00;-3.8;22.6;22;2.64;1;Address 6624;70187;Electricity
2023-10-04;00:00:00;-0.8;22.3;22;2.41;1;Address 6625;60544;Gas
2023-10-04;01:00:00;0.7;21.5;22;2.57;1;Address 6626;31755;Solar
2023-10-04;02:00:00;26.0;21.3;22;2.16;1;Address 6627;36990;Electricity
2023-10-04;03:00:00;9.6;13.0;12;0.35;0;Address 6628;79339;Solar
2023-10-04;04:00:00;2.5;21.7;22;2.04;1;Address 6629;25519;Electricity
2023-10-04;05:00:00;27.5;10.0;12;0.37;0;Address 6630;15989;Solar
2023-10-04;06:00:00;-4.9;22.0;22;2.62;1;Address 6631;77545;Gas
2023-10-04;07:00:00;28.0;21.4;22;2.9;1;Address 6632;96140;Gas
2023-10-04;08:00:00;16.6;21.8;22;2.89;1;Address 6633;52702;Solar
2023-10-04;09:00:00;17.5;23.0;22;2.03;1;Address 6634;40565;Electricity
2023-10-04;10:00:00;28.6;10.9;12;0.28;0;Address 6635;15610;Electricity
2023-10-04;11:00:00;1.2;22.5;22;2.1;1;Address 6636;87783;Electricity
2023-10-04;12:00:00;3.1;22.0;22;1.9;1;Address 6637;23561;Electricity
2023-10-04;13:00:00;3.8;22.2;22;2.66;1;Address 6638;31849;Electricity
2023-10-04;14:00:00;9.6;21.4;22;2.97;1;Address 6639;38708;Solar
2023-10-04;15:00:00;9.4;22.3;22;2.42;1;Address 6640;19846;Gas
2023-10-04;16:00:00;28.2;11.8;12;0.13;0;Address 6641;33807;Solar
2023-10-04;17:00:00;29.0;11.1;12;0.28;0;Address 6642;92364;Electricity
2023-10-04;18:00:00;4.9;21.5;22;2.46;1;Address 6643;19981;Gas
2023-10-04;19:00:00;8.4;22.0;22;1.86;1;Address 6644;64869;Gas
2023-10-04;20:00:00;3.6;21.9;22;2.75;1;Address 6645;42458;Solar
2023-10-04;21:00:00;7.1;21.2;22;1.63;1;Address 6646;46092;Gas
2023-10-04;22:00:00;5.7;21.5;22;1.7;1;Address 6647;59613;Gas
2023-10-04;23:00:00;4.4;10.6;12;0.14;0;Address 6648;49332;Electricity
2023-10-05;00:00:00;-3.8;22.6;22;2.6;1;Address 6649;92676;Solar
2023-10-05;01:00:00;8.8;22.5;22;2.43;1;Address 6650;66712;Solar
2023-10-05;02:00:00;7.5;11.4;12;0.39;0;Address 6651;30452;Solar
2023-10-05;03:00:00;6.0;11.6;12;0.41;0;Address 6652;14838;Solar
2023-10-05;04:00:00;-0.3;21.3;22;2.02;1;Address 6653;66025;Electricity
2023-10-05;05:00:00;19.5;21.3;22;2.71;1;Address 6654;48805;Solar
2023-10-05;06:00:00;-2.0;10.9;12;0.35;0;Address 6655;59834;Electricity
2023-10-05;07:00:00;14.0;22.5;22;2.61;1;Address 6656;31402;Electricity
2023-10-05;08:00:00;22.4;21.6;22;2.0;1;Address 6657;53595;Gas
2023-10-05;09:00:00;7.9;12.0;12;0.47;0;Address 6658;78094;Electricity
2023-10-05;10:00:00;29.0;22.7;22;2.31;1;Address 6659;57716;Solar
2023-10-05;11:00:00;20.0;12.0;12;0.41;0;Address 6660;40682;Solar
2023-10-05;12:00:00;8.8;22.9;22;2.49;1;Address 6661;85598;Gas
